country,continent,ranking,year,total,antidiscriminationLegislation,marriageCivilPartnership,adoptionAllowed,lgbtMarketing,equalAgeOfConsent,religiousInfluence,hivTravelRestrictions,antiGayLaws,homosexualityIllegal,prideBanned,localsHostile,prosecution,murders,deathSentence,transGenderRights,intersex3RdOption,conversionTherapy,longName
Rwanda,Africa,99,2016,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Rwanda
El Salvador,Americas,99,2016,-3,1,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,El Salvador
Burkina Faso,Africa,99,2016,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Burkina Faso
Tajikistan,Asia,109,2016,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Tajikistan
Angola,Africa,109,2016,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Angola
Antigua & Barbuda,Americas,109,2016,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Antigua and Barbuda
Dem. Rep. of Congo,Africa,109,2016,-4,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,NA,NA,NA,Democratic Republic of the Congo
Equatorial Guinea,Africa,109,2016,-4,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,NA,NA,NA,Equatorial Guinea
Suriname,Americas,109,2016,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,NA,NA,NA,Suriname
Mauritius,Africa,109,2016,-4,1,0,0,0,1,-1,0,-1,-1,0,-1,-2,0,0,NA,NA,NA,Mauritius
Sri Lanka,Asia,109,2016,-4,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,NA,NA,NA,Sri Lanka
Namibia,Africa,109,2016,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Namibia
Panama,Americas,109,2016,-4,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,NA,NA,NA,Panama
Barbados,Americas,109,2016,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Barbados
Lebanon,Asia,109,2016,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Lebanon
South Korea,Asia,109,2016,-4,0,0,0,0,1,-2,-1,-1,0,0,-1,0,0,0,NA,NA,NA,South Korea
India,Asia,109,2016,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,NA,NA,NA,India
Guatemala,Americas,109,2016,-4,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Guatemala
Trinidad & Tobago,Americas,109,2016,-4,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,NA,NA,NA,Trinidad and Tobago
Burundi,Africa,125,2016,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Burundi
Morocco,Africa,125,2016,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Morocco
Dominican Republic,Americas,125,2016,-5,0,0,0,0,0,-1,-1,0,0,0,-1,0,-2,0,NA,NA,NA,Dominican Republic
Paraguay,Americas,125,2016,-5,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,NA,NA,NA,Paraguay
Grenada,Americas,125,2016,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Grenada
Belize,Americas,125,2016,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Belize
Belarus,Europe,125,2016,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,0,0,0,NA,NA,NA,Belarus
Ivory Coast,Africa,125,2016,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Ivory Coast
Peru,Americas,125,2016,-5,1,0,0,0,1,-2,0,-1,0,0,-2,0,-2,0,NA,NA,NA,Peru
Bahrain,Asia,125,2016,-5,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,NA,NA,NA,Bahrain
Madagascar,Africa,125,2016,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,NA,NA,NA,Madagascar
Syria,Asia,125,2016,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Syria
Oman,Asia,125,2016,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,NA,NA,NA,Oman
Haiti,Americas,125,2016,-5,0,0,0,0,1,-2,0,0,0,0,-2,0,-2,0,NA,NA,NA,Haiti
Republic of the Congo,Africa,125,2016,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,NA,NA,NA,Republic of the Congo
Samoa,Oceania,125,2016,-5,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,NA,NA,NA,Samoa
Sierra Leone,Africa,125,2016,-5,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Sierra Leone
Malaysia,Asia,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Malaysia
Nigeria,Africa,142,2016,-6,0,0,0,0,0,0,0,-1,-1,0,-2,-1,0,-1,NA,NA,NA,Nigeria
Djibouti,Africa,142,2016,-6,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,NA,NA,NA,Djibouti
Bhutan,Asia,142,2016,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Bhutan
Brunei,Asia,142,2016,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Brunei
Turkey,Asia,142,2016,-6,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,-2,0,NA,NA,NA,Turkey
Bangladesh,Asia,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Bangladesh
Ghana,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Ghana
The Gambia,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,The Gambia
Eritrea,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Eritrea
Tonga,Oceania,142,2016,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,NA,NA,NA,Tonga
Togo,Africa,142,2016,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Togo
The Bahamas,Americas,142,2016,-6,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,NA,NA,NA,The Bahamas
Pakistan,Asia,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Pakistan
Zambia,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,NA,NA,NA,Zambia
Uzbekistan,Asia,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Uzbekistan
Eswatini,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Eswatini
Liberia,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Liberia
Kenya,Africa,142,2016,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kenya
Central African Rep.,Africa,142,2016,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,NA,NA,NA,Central African Republic
Mauritania,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,NA,NA,NA,Mauritania
Papua New Guinea,Oceania,162,2016,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Papua New Guinea
Senegal,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Senegal
Solomon Islands,Oceania,162,2016,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Solomon Islands
Tanzania,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Tanzania
Turkmenistan,Asia,162,2016,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Turkmenistan
Kuwait,Asia,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Kuwait
Egypt,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Egypt
Comoros,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Comoros
Dominica,Americas,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Dominica
Ethiopia,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Ethiopia
Iraq,Asia,162,2016,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,NA,NA,NA,Iraq
Cook Islands,Oceania,162,2016,-7,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,NA,NA,NA,Cook Islands
Vatican City,Europe,162,2016,-7,0,0,0,0,0,-2,0,-1,0,0,-2,-2,0,0,NA,NA,NA,Vatican City
Maldives,Asia,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Maldives
Uganda,Africa,162,2016,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,NA,NA,NA,Uganda
Sudan,Africa,178,2016,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,-1,NA,NA,NA,Sudan
Zimbabwe,Africa,178,2016,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Zimbabwe
Qatar,Asia,178,2016,-8,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,0,NA,NA,NA,Qatar
Malawi,Africa,178,2016,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,0,NA,NA,NA,Malawi
Jordan,Asia,178,2016,-8,0,0,0,0,1,-2,-1,-1,0,0,-2,-1,-2,0,NA,NA,NA,Jordan
Russia,Europe,183,2016,-9,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,NA,NA,NA,Russia
Jamaica,Americas,183,2016,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Jamaica
Afghanistan,Asia,183,2016,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Afghanistan
Libya,Africa,183,2016,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Libya
Guyana,Americas,183,2016,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Guyana
Cameroon,Africa,183,2016,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,NA,NA,NA,Cameroon
Yemen,Asia,189,2016,-10,0,0,0,0,0,-2,-1,-1,-1,0,-2,0,-2,-1,NA,NA,NA,Yemen
Saudi Arabia,Asia,190,2016,-12,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,-5,NA,NA,NA,Saudi Arabia
Iran,Asia,191,2016,-13,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,NA,NA,NA,Iran
United Arab Emirates,Asia,191,2016,-13,0,0,0,0,0,-2,-1,-1,-1,0,-2,-1,0,-5,NA,NA,NA,United Arab Emirates
Somalia,Africa,193,2016,-14,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,-5,NA,NA,NA,Somalia
Paraguay,Americas,147,2020,-10,0,-1,0,0,-1,-1,0,-1,0,0,-1,0,-2,0,-1,-1,-1,Paraguay
Sierra Leone,Africa,147,2020,-10,0,-1,0,0,-1,-1,0,-1,-1,0,-2,0,0,0,-1,-1,-1,Sierra Leone
Central African Rep.,Africa,156,2020,-11,0,-1,0,0,-1,-2,0,-1,-1,0,-2,0,0,0,-1,-1,-1,Central African Republic
Ghana,Africa,156,2020,-11,0,-1,0,0,-1,-2,0,-1,-1,0,-2,0,0,0,-1,-1,-1,Ghana
Liberia,Africa,156,2020,-11,0,-1,0,0,-1,-2,0,-1,-1,0,-2,0,0,0,-1,-1,-1,Liberia
Togo,Africa,156,2020,-11,0,-1,0,0,-1,-1,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Togo
Tonga,Oceania,156,2020,-11,0,-1,0,0,-1,-2,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,Tonga
Brunei,Asia,161,2020,-12,0,-1,0,0,-1,-2,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,Brunei
Chad,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Chad
Comoros,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Comoros
Cook Islands,Oceania,161,2020,-12,-1,-1,0,0,-1,-2,-1,-1,-1,0,-2,0,0,0,0,-1,-1,Cook Islands
Dominica,Americas,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Dominica
Ethiopia,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Ethiopia
The Gambia,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,The Gambia
Haiti,Americas,161,2020,-12,0,-1,0,0,0,-2,0,-1,0,-1,-2,0,-2,0,-1,-1,-1,Haiti
Iraq,Asia,161,2020,-12,0,-1,0,0,-1,-2,-1,0,0,0,-2,-1,-1,0,-1,-1,-1,Iraq
Jamaica,Americas,161,2020,-12,0,-1,0,0,-1,-1,0,-1,-1,1,-2,-1,-2,0,-1,-1,-1,Jamaica
Maldives,Asia,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Maldives
Mauritania,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,0,0,-1,-1,-1,-1,Mauritania
Morocco,Africa,161,2020,-12,0,-1,0,0,-1,-1,0,-1,-1,0,-2,-1,-1,0,-1,-1,-1,Morocco
Papua New Guinea,Oceania,161,2020,-12,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,0,0,0,-1,-1,-1,Papua New Guinea
Russia,Europe,161,2020,-12,0,-1,0,0,0,-2,-1,-1,0,-1,-2,-1,-2,0,1,-1,-1,Russia
Senegal,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Senegal
Solomon Islands,Oceania,161,2020,-12,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,0,0,0,-1,-1,-1,Solomon Islands
Eswatini,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,1,-2,0,-2,0,-1,-1,-1,Eswatini
Uzbekistan,Asia,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Uzbekistan
Zambia,Africa,161,2020,-12,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,0,-1,-1,-1,Zambia
Egypt,Africa,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-2,0,0,-1,-1,-1,Egypt
Eritrea,Africa,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-1,0,-1,-1,-1,Eritrea
Indonesia/Aceh,Asia,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,0,-1,-1,-1,-1,Indonesia/Aceh
Kuwait,Asia,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-2,0,0,-1,-1,-1,Kuwait
Sudan,Africa,181,2020,-13,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,0,0,-1,-1,-1,-1,Sudan
Tanzania,Africa,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-2,0,0,-1,-1,-1,Tanzania
Turkmenistan,Asia,181,2020,-13,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,-1,0,0,-1,-1,-1,Turkmenistan
Uganda,Africa,181,2020,-13,0,-1,0,0,-1,-2,0,-1,-1,-1,-2,-1,0,0,-1,-1,-1,Uganda
Zimbabwe,Africa,181,2020,-13,0,-1,0,0,-1,-1,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Zimbabwe
Cameroon,Africa,190,2020,-14,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Cameroon
Malawi,Africa,190,2020,-14,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-2,0,-1,-1,-1,Malawi
Malaysia,Asia,190,2020,-14,0,-1,0,0,-1,-2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-2,Malaysia
Nigeria,Africa,190,2020,-14,0,-1,0,0,-1,-1,0,-1,-1,0,-2,-1,0,-3,-1,-1,-1,Nigeria
Qatar,Asia,190,2020,-14,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,-1,0,-1,-1,-1,-1,Qatar
Afghanistan,Asia,195,2020,-15,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Afghanistan
Libya,Africa,195,2020,-15,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Libya
United Arab Emirates,Asia,195,2020,-15,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,-1,-1,-1,-1,-1,-1,United Arab Emirates
Yemen,Asia,198,2020,-16,0,-1,0,0,-1,-2,-1,-1,-1,0,-2,-1,-2,-1,-1,-1,-1,Yemen
Iran,Asia,199,2020,-18,0,-1,0,0,-1,-2,0,-1,-1,0,-1,-1,-2,-5,-1,-1,-1,Iran
Saudi Arabia,Asia,199,2020,-18,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-1,-5,-1,-1,-1,Saudi Arabia
Somalia,Africa,201,2020,-19,0,-1,0,0,-1,-2,0,-1,-1,0,-2,-1,-2,-5,-1,-1,-1,Somalia
Chechnya,Europe,202,2020,-20,0,-1,0,0,-1,-2,0,-1,-1,-1,-2,-2,-2,-5,0,-1,-1,Chechnya
Croatia,Europe,49,2020,-1,2,1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Croatia
Hungary,Europe,49,2020,-1,2,1,0,1,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,Hungary
Mexico,Americas,49,2020,-1,1,1,2,1,0,-1,0,0,0,0,-1,0,-2,0,0,-1,-1,Mexico
Mozambique,Africa,49,2020,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Mozambique
Bosnia and Herzegovina,Europe,56,2020,-2,2,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,-1,-1,Bosnia and Herzegovina
Botswana,Africa,56,2020,-2,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Botswana
Costa Rica,Americas,56,2020,-2,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Costa Rica
Cuba,Americas,56,2020,-2,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,Cuba
Cyprus,Asia,56,2020,-2,1,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,Cyprus
Greece,Europe,56,2020,-2,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,Greece
South Korea,Asia,56,2020,-2,1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,South Korea
Macau,Asia,56,2020,-2,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,Macau
Seychelles,Africa,56,2020,-2,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Seychelles
Virgin Islands (USA),Americas,56,2020,-2,1,2,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,Virgin Islands (USA)
Angola,Africa,66,2020,-3,2,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,Angola
Cambodia,Asia,66,2020,-3,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,Cambodia
China incl. Hong Kong,Asia,66,2020,-3,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,People's Republic of China
El Salvador,Americas,66,2020,-3,2,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,1,-1,-1,El Salvador
Fiji,Oceania,66,2020,-3,3,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,Fiji
Japan,Asia,66,2020,-3,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Japan
Lesotho,Africa,66,2020,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Lesotho
Lithuania,Europe,66,2020,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Lithuania
Mongolia,Asia,66,2020,-3,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Mongolia
Panama,Americas,66,2020,-3,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,-1,Panama
San Marino,Europe,66,2020,-3,3,-1,0,0,0,-2,0,0,0,0,-1,0,0,0,0,-1,-1,San Marino
Serbia,Europe,66,2020,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Serbia
Albania,Europe,78,2020,-4,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Albania
Aruba,Americas,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Aruba
Benin,Africa,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Benin
Bulgaria,Europe,78,2020,-4,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Bulgaria
Curaçao,Americas,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Curaçao
Kosovo,Europe,78,2020,-4,3,-1,0,0,0,-2,0,0,0,1,-2,0,0,0,-1,-1,-1,Kosovo
Laos,Asia,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Laos
Latvia,Europe,78,2020,-4,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,Latvia
Mali,Africa,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,Mali
Monaco,Europe,78,2020,-4,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,Monaco
Montenegro,Europe,78,2020,-4,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Montenegro
Romania,Europe,78,2020,-4,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Romania
Sint Maarten,Americas,78,2020,-4,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Sint Maarten
Vietnam,Asia,78,2020,-4,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,Vietnam
Armenia,Asia,92,2020,-5,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,Armenia
British Virgin Islands,Americas,92,2020,-5,3,-1,0,0,0,-2,0,-1,0,0,-1,0,0,0,-1,-1,-1,British Virgin Islands
Cape Verde,Africa,92,2020,-5,1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Cape Verde
Guinea-Bissau,Africa,92,2020,-5,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,Guinea-Bissau
Kazakhstan,Asia,92,2020,-5,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,Kazakhstan
North Macedonia,Europe,92,2020,-5,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,North Macedonia
Moldova,Europe,92,2020,-5,1,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,0,1,-1,-1,Moldova
Nicaragua,Americas,92,2020,-5,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Nicaragua
Niger,Africa,92,2020,-5,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,Niger
Philippines,Asia,92,2020,-5,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,-1,Philippines
Singapore,Asia,92,2020,-5,0,-1,0,0,-1,0,0,-1,-1,0,0,0,0,0,1,-1,-1,Singapore
Croatia,Europe,51,2021,0,2,1,1,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Croatia
Italy,Europe,51,2021,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,Italy
Liechtenstein,Europe,51,2021,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,Liechtenstein
Nepal,Asia,51,2021,0,3,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-1,Nepal
Slovakia,Europe,51,2021,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,Slovakia
Virgin Islands (USA),Americas,51,2021,0,1,2,2,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,Virgin Islands (USA)
Bolivia,Americas,58,2021,-1,2,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,-1,Bolivia
Bosnia and Herzegovina,Europe,58,2021,-1,2,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,Bosnia and Herzegovina
Albania,Europe,60,2021,-2,2,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,1,Albania
Aruba,Americas,60,2021,-2,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,Aruba
Bhutan,Asia,60,2021,-2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,Bhutan
Japan,Asia,60,2021,-2,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,Japan
Mozambique,Africa,60,2021,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,Mozambique
Samoa,Oceania,60,2021,-2,1,-1,0,0,0,-2,0,-1,-1,0,-1,0,0,0,1,1,1,Samoa
Angola,Africa,66,2021,-3,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,Angola
Bulgaria,Europe,66,2021,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,Bulgaria
China incl. Hong Kong,Asia,66,2021,-3,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,People's Republic of China
Cyprus,Asia,66,2021,-3,1,1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,Cyprus
Fiji,Oceania,66,2021,-3,3,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,Fiji
Hungary,Europe,66,2021,-3,2,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,Hungary
South Korea,Asia,66,2021,-3,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,South Korea
North Macedonia,Europe,66,2021,-3,2,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,1,-1,-1,North Macedonia
Monaco,Europe,66,2021,-3,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,Monaco
